"股票代码","信号日期","市场","买点类型","信号总分","买入价","观察期内最高价","观察期内最大涨幅","是否命中目标","入场日期","止损阈值","手续费bps","滑点bps","ATR周期","初始止损ATR倍数","移动止损模式","跟踪ATR倍数","回撤止损比例","保本触发R","锁盈触发R","锁盈保留R","分批止盈触发R","分批止盈比例","time_stop_bars","出场价格","出场日期","出场原因","持有K线数","入场成交价","出场成交价","单笔收益率","是否触发分批止盈","R倍数","初始风险比例","初始止损价","最大有利波动","最大不利波动"
"	000425","2024-03-15","CN","左侧","70.0","6.12","7.37","0.2042","是","2024-03-18","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","6.36","2024-03-29","时间止损","10","6.1249","6.3549","0.037554","False","0.784314","0.05","5.814","0.042484","-0.04902"
"	000425","2024-08-14","CN","左侧","70.0","6.43","6.8","0.0575","否","2024-08-15","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","6.43","2024-08-29","止损","11","6.4351","6.4249","-0.001599","False","0.0","0.05","6.1085","0.057543","-0.041991"
"	000425","2024-09-19","CN","右侧","75.0","6.55","8.54","0.3038","是","2024-09-20","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","7.8568","2024-10-08","止损","8","6.5552","7.8505","0.197594","False","3.990229","0.05","6.2225","0.303817","-0.019847"
"	000425","2024-11-21","CN","左侧","90.0","7.7","8.4","0.0909","否","2024-11-22","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","7.728","2024-12-19","止损","20","7.7062","7.7218","0.002032","False","0.072727","0.05","7.315","0.090909","-0.018182"
"	000425","2025-01-21","CN","左侧","70.0","7.69","9.03","0.1743","是","2025-01-22","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","7.3055","2025-02-06","止损","6","7.6962","7.2997","-0.051519","False","-1.0","0.05","7.3055","0.013004","-0.052016"
"	000425","2025-07-02","CN","右侧","75.0","8.1","9.6","0.1852","是","2025-07-03","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","8.16","2025-07-16","时间止损","10","8.1065","8.1535","0.005797","False","0.148148","0.05","7.695","0.048148","-0.017284"
"	000425","2025-08-15","CN","左侧","70.0","8.77","10.58","0.2064","是","2025-08-18","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.52","2025-09-19","时间出场","20","8.777","10.5116","0.197626","False","3.990878","0.05","8.3315","0.206385","-0.036488"
"	000425","2026-01-13","CN","右侧","90.0","11.4","12.15","0.0658","否","2026-01-14","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.83","2026-01-21","止损","6","11.4091","10.8213","-0.051519","False","-1.0","0.05","10.83","0.0","-0.061404"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	000426","2023-05-10","CN","左侧","70.0","8.24","9.68","0.1748","是","2023-05-11","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","7.828","2023-05-12","止损","2","8.2466","7.8217","-0.051519","False","-1.0","0.05","7.828","0.001214","-0.075243"
"	000426","2023-09-08","CN","左侧","70.0","9.1","10.48","0.1516","是","2023-09-11","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.09","2023-10-16","时间出场","20","9.1073","10.0819","0.107019","False","2.175824","0.05","8.645","0.151648","-0.007692"
"	000426","2023-12-12","CN","左侧","70.0","9.01","9.73","0.0799","否","2023-12-13","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","8.5595","2023-12-15","止损","3","9.0172","8.5527","-0.051519","False","-1.0","0.05","8.5595","0.015538","-0.055494"
"	000426","2024-06-13","CN","左侧","70.0","13.52","14.88","0.1006","是","2024-06-14","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","13.52","2024-06-26","止损","9","13.5308","13.5092","-0.001599","False","0.0","0.05","12.844","0.072485","-0.010355"
"	000426","2025-03-03","CN","左侧","75.0","12.52","14.91","0.1909","是","2025-03-04","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","12.926","2025-03-10","止损","5","12.53","12.9157","0.030778","False","0.648562","0.05","11.894","0.122204","-0.017572"
"	000426","2026-02-11","CN","左侧","70.0","50.22","60.47","0.2041","是","2026-02-12","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","55.6324","2026-03-02","止损","7","50.2602","55.5879","0.106003","False","2.155476","0.05","47.709","0.204102","-0.046197"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	000506","2023-07-17","CN","右侧","90.0","4.19","5.36","0.2792","是","2023-07-18","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","4.324","2023-07-19","止损","2","4.1934","4.3205","0.030331","False","0.639618","0.05","3.9805","0.121718","-0.009547"
"	000506","2023-08-17","CN","左侧","70.0","4.29","5.59","0.303","是","2023-08-18","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","4.9312","2023-08-31","止损","10","4.2934","4.9273","0.147626","False","2.989277","0.05","4.0755","0.249417","-0.004662"
"	000506","2023-09-22","CN","左侧","70.0","4.8","4.98","0.0375","否","2023-09-25","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","4.56","2023-09-28","止损","4","4.8038","4.5564","-0.051519","False","-1.0","0.05","4.56","0.027083","-0.060417"
"	000506","2023-11-29","CN","右侧","85.0","4.4","4.58","0.0409","否","2023-11-30","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","4.2136","2023-12-07","止损","6","4.4035","4.2102","-0.043895","False","-0.847273","0.05","4.18","0.040909","-0.043182"
"	000506","2025-04-07","CN","左侧","70.0","5.14","7.3","0.4202","是","2025-04-08","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","4.883","2025-04-09","止损","2","5.1441","4.8791","-0.051519","False","-1.0","0.05","4.883","0.011673","-0.050584"
"	000506","2025-09-08","CN","右侧","85.0","10.73","15.08","0.4054","是","2025-09-09","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.3224","2025-09-11","止损","3","10.7386","10.3141","-0.039525","False","-0.759739","0.05","10.1935","0.045666","-0.055918"
"	000506","2025-11-24","CN","左侧","90.0","11.72","14.44","0.2321","是","2025-11-25","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","11.72","2025-12-05","止损","6","11.7294","11.7106","-0.001599","False","0.0","0.05","11.134","0.061433","-0.004266"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	000528","2023-04-07","CN","左侧","70.0","6.77","7.89","0.1654","是","2023-04-10","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","7.52","2023-05-10","时间出场","20","6.7754","7.514","0.109007","False","2.215657","0.05","6.4315","0.165436","-0.028065"
"	000528","2023-05-31","CN","右侧","85.0","7.77","7.95","0.0232","否","2023-06-01","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","7.3815","2023-06-01","止损","1","7.7762","7.3756","-0.051519","False","-1.0","0.05","7.3815","0.003861","-0.057915"
"	000528","2023-08-08","CN","左侧","70.0","7.86","7.87","0.0013","否","2023-08-09","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","7.467","2023-08-14","止损","4","7.8663","7.461","-0.051519","False","-1.0","0.05","7.467","0.001272","-0.064885"
"	000528","2023-09-15","CN","左侧","75.0","7.26","7.36","0.0138","否","2023-09-18","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","7.08","2023-10-09","时间止损","10","7.2658","7.0743","-0.026352","False","-0.495868","0.05","6.897","0.013774","-0.03168"
"	000528","2023-11-17","CN","左侧","70.0","6.37","6.68","0.0487","否","2023-11-20","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","6.32","2023-12-01","时间止损","10","6.3751","6.3149","-0.009435","False","-0.156986","0.05","6.0515","0.026688","-0.023548"
"	000528","2023-12-20","CN","左侧","70.0","6.4","6.91","0.0797","否","2023-12-21","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","6.69","2024-01-18","时间出场","20","6.4051","6.6846","0.043641","False","0.90625","0.05","6.08","0.079687","-0.009375"
"	000528","2024-02-01","CN","右侧","90.0","6.95","8.35","0.2014","是","2024-02-02","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","8.26","2024-03-08","时间出场","20","6.9556","8.2534","0.186589","False","3.769784","0.05","6.6025","0.201439","-0.018705"
"	000528","2024-05-23","CN","左侧","70.0","10.27","11.85","0.1538","是","2024-05-24","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.902","2024-06-18","止损","17","10.2782","10.8933","0.059841","False","1.230769","0.05","9.7565","0.153846","-0.023369"
"	000528","2024-08-21","CN","左侧","70.0","9.56","10.75","0.1245","是","2024-08-22","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.082","2024-08-30","止损","7","9.5676","9.0747","-0.051519","False","-1.0","0.05","9.082","0.018828","-0.056485"
"	000528","2024-11-04","CN","左侧","70.0","12.22","13.11","0.0728","否","2024-11-05","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","12.22","2024-11-11","止损","5","12.2298","12.2102","-0.001599","False","0.0","0.05","11.609","0.072831","-0.033552"
"	000528","2025-01-27","CN","左侧","70.0","11.5","12.47","0.0843","否","2025-02-05","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.925","2025-02-05","止损","1","11.5092","10.9163","-0.051519","False","-1.0","0.05","10.925","0.007826","-0.087826"
"	000528","2025-03-28","CN","左侧","70.0","11.87","11.9","0.0025","否","2025-03-31","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","11.2765","2025-03-31","止损","1","11.8795","11.2675","-0.051519","False","-1.0","0.05","11.2765","0.002527","-0.063184"
"	000528","2025-05-26","CN","左侧","90.0","9.92","10.1","0.0181","否","2025-05-27","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","9.85","2025-06-10","时间止损","10","9.9279","9.8421","-0.008644","False","-0.141129","0.05","9.424","0.018145","-0.022177"
"	000528","2025-07-08","CN","右侧","100.0","9.99","13.02","0.3033","是","2025-07-09","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","11.0032","2025-07-22","止损","10","9.998","10.9944","0.099661","False","2.028428","0.05","9.4905","0.197197","-0.013013"
"	000528","2025-09-19","CN","右侧","75.0","11.4","12.12","0.0632","否","2025-09-22","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","10.83","2025-09-23","止损","2","11.4091","10.8213","-0.051519","False","-1.0","0.05","10.83","0.004386","-0.073684"
"	000528","2025-11-12","CN","左侧","70.0","11.65","12.97","0.1133","是","2025-11-13","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","11.0675","2025-11-17","止损","3","11.6593","11.0586","-0.051519","False","-1.0","0.05","11.0675","0.00515","-0.052361"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	000530","2023-04-27","CN","右侧","90.0","4.69","5.37","0.145","是","2023-04-28","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","4.84","2023-05-16","时间止损","10","4.6938","4.8361","0.030333","False","0.639659","0.05","4.4555","0.049041","-0.004264"
"	000530","2023-07-11","CN","左侧","70.0","5.48","5.92","0.0803","否","2023-07-12","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.48","2023-07-24","止损","9","5.4844","5.4756","-0.001599","False","0.0","0.05","5.206","0.080292","-0.036496"
"	000530","2023-08-09","CN","左侧","70.0","5.42","5.64","0.0406","否","2023-08-10","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.3","2023-08-23","时间止损","10","5.4243","5.2958","-0.023704","False","-0.442804","0.05","5.149","0.01845","-0.042435"
"	000530","2023-09-08","CN","左侧","70.0","5.24","5.68","0.084","否","2023-09-11","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.18","2023-09-22","时间止损","10","5.2442","5.1759","-0.013031","False","-0.229008","0.05","4.978","0.03626","-0.032443"
"	000530","2023-11-23","CN","左侧","70.0","5.69","5.78","0.0158","否","2023-11-24","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.48","2023-12-07","时间止损","10","5.6946","5.4756","-0.038447","False","-0.738137","0.05","5.4055","0.015817","-0.042179"
"	000530","2024-01-04","CN","右侧","100.0","5.56","5.72","0.0288","否","2024-01-05","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.282","2024-01-16","止损","8","5.5644","5.2778","-0.051519","False","-1.0","0.05","5.282","0.028777","-0.05036"
"	000530","2024-05-28","CN","左侧","70.0","4.05","4.08","0.0074","否","2024-05-29","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","3.8475","2024-06-04","止损","5","4.0532","3.8444","-0.051519","False","-1.0","0.05","3.8475","0.007407","-0.064198"
"	000530","2024-09-19","CN","右侧","75.0","3.71","4.84","0.3046","是","2024-09-20","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","4.4528","2024-10-08","止损","8","3.713","4.4492","0.198297","False","4.004313","0.05","3.5245","0.304582","-0.024259"
"	000530","2025-02-06","CN","右侧","90.0","6.06","6.32","0.0429","否","2025-02-07","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","5.757","2025-02-14","止损","6","6.0648","5.7524","-0.051519","False","-1.0","0.05","5.757","0.008251","-0.092409"
"	000530","2025-03-10","CN","左侧","70.0","5.85","6.99","0.1949","是","2025-03-11","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","6.4308","2025-03-24","止损","10","5.8547","6.4257","0.097525","False","1.985641","0.05","5.5575","0.194872","-0.013675"
"	000530","2025-10-15","CN","左侧","70.0","6.38","7.7","0.2069","是","2025-10-16","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","6.716","2025-10-23","止损","6","6.3851","6.7106","0.050982","False","1.053292","0.05","6.061","0.144201","-0.04232"
"	000530","2025-12-02","CN","右侧","85.0","7.7","8.3","0.0779","否","2025-12-04","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","7.315","2025-12-04","止损","1","7.7062","7.3091","-0.051519","False","-1.0","0.05","7.315","0.019481","-0.062338"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	000533","2023-09-04","CN","左侧","75.0","4.09","4.13","0.0098","否","2023-09-05","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","4.05","2023-09-18","时间止损","10","4.0933","4.0468","-0.011363","False","-0.195599","0.05","3.8855","0.00978","-0.041565"
"	000533","2023-12-28","CN","右侧","75.0","4.48","5.06","0.1295","是","2023-12-29","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","4.6552","2024-01-05","止损","5","4.4836","4.6515","0.037446","False","0.782143","0.05","4.256","0.129464","-0.002232"
"	000533","2024-03-29","CN","左侧","70.0","3.98","4.12","0.0352","否","2024-04-01","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","3.7904","2024-04-15","止损","9","3.9832","3.7874","-0.049161","False","-0.952764","0.05","3.781","0.035176","-0.105528"
"	000533","2024-05-13","CN","右侧","100.0","4.0","4.16","0.04","否","2024-05-14","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","3.8272","2024-05-17","止损","4","4.0032","3.8241","-0.04473","False","-0.864","0.05","3.8","0.04","-0.05"
"	000533","2024-08-09","CN","左侧","75.0","3.18","3.33","0.0472","否","2024-08-12","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","3.0636","2024-08-23","止损","10","3.1825","3.0611","-0.038144","False","-0.732075","0.05","3.021","0.04717","-0.04717"
"	000533","2024-09-11","CN","左侧","70.0","3.15","4.19","0.3302","是","2024-09-12","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","3.5052","2024-09-30","止损","11","3.1525","3.5024","0.110983","False","2.255238","0.05","2.9925","0.209524","-0.025397"
"	000533","2025-02-05","CN","左侧","70.0","6.0","7.45","0.2417","是","2025-02-06","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","6.0","2025-02-06","止损","1","6.0048","5.9952","-0.001599","False","0.0","0.05","5.7","0.063333","-0.02"
"	000533","2025-10-10","CN","右侧","85.0","6.93","9.6","0.3853","是","2025-10-13","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","6.93","2025-10-13","止损","1","6.9355","6.9245","-0.001599","False","0.0","0.05","6.5835","0.062049","-0.018759"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"	000534","2023-04-27","CN","右侧","75.0","16.43","17.74","0.0797","否","2023-04-28","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","16.43","2023-05-11","止损","7","16.4431","16.4169","-0.001599","False","0.0","0.05","15.6085","0.079732","-0.00426"
"	000534","2023-09-08","CN","左侧","90.0","13.01","13.25","0.0184","否","2023-09-11","0.05","3.0","5.0","14","2.6","percent","3.4","0.08","1.1","2.2","0.6","20.0","0.0","10","13.05","2023-09-22","时间止损","10","13.0204","13.0396","0.001471","False","0.061491","0.05","12.3595","0.014604","-0.049193"
